Sample in Buffer,Sample in Window,TRIGGER,cnn_core/start_i,cnn_core/conv_weight_ch1[199:0],cnn_core/conv_weight_ch2[199:0],cnn_core/conv_weight_ch3[199:0],cnn_core/FC_Weight_1[79:0],cnn_core/FC_Weight[79:0],cnn_core/FC_Bias[79:0],cnn_core/PE_data_in[71:0],cnn_core/Image_6rows[71:0],cnn_core/BUF1_out1[71:0],cnn_core/BUF1_out2[71:0],cnn_core/BUF1_out3[71:0],cnn_core/conv_weight_ch1_packed[39:0],cnn_core/conv_weight_ch2_packed[39:0],cnn_core/conv_weight_ch3_packed[39:0],cnn_core/bias_in[23:0],cnn_core/conv_out1[23:0],cnn_core/conv_out2[23:0],cnn_core/conv_out3[23:0],cnn_core/FIFO_out1[23:0],cnn_core/FIFO_out2[23:0],cnn_core/FIFO_out3[23:0],cnn_core/MAX_out1[11:0],cnn_core/MAX_out2[11:0],cnn_core/MAX_out3[11:0],cnn_core/BUF2_out1[11:0],cnn_core/BUF2_out2[11:0],cnn_core/BUF2_out3[11:0],cnn_core/FC_data[11:0],cnn_core/PE_addr[4:0],cnn_core/Weight_addr[4:0],cnn_core/Conv_Layer[2:0],cnn_core/Layer_change,cnn_core/Weight_packed_en,cnn_core/FIFO_valid,cnn_core/BUF1_rd_en,cnn_core/BUF1_wr_en_1,cnn_core/BUF2_rd_en,cnn_core/BUF2_wr_en,cnn_core/PE_clear,cnn_core/PE_en,cnn_core/PE_valid_i,cnn_core/PE_valid_o,cnn_core/conv_done,cnn_core/FC_done,cnn_core/done,cnn_core/Bias_Sel,cnn_core/acc_wr_en,cnn_core/acc_rd_en,cnn_core/Slide_wr_en,cnn_core/Slide_rd_en,cnn_core/Slide_trigger,cnn_core/Slide_clear,cnn_core/BUF1_wr_en
41,41,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,44,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,45,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,54,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,55,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,72,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,74,0,1,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,78,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,79,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,80,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,81,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,82,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,83,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,84,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,85,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
